1,10,25,47.7,107,44,2.74,151
2,10,50,51.9,197,57,4.63,254
3,10,100,43.9,606,96,12.76,702
4,25,25,67.9,119,44,2.96,163
5,25,50,71.9,210,60,4.89,269
6,25,100,65.5,620,104,13.16,724
7,50,25,78.1,148,45,3.51,193
8,50,50,81.9,240,63,5.51,303
9,50,100,78.1,654,117,14.02,771
10,90,25,82.3,221,46,4.84,266
11,90,50,86.6,314,69,6.97,384
12,90,100,84.9,736,145,16.01,880
13,100,25,82.6,244,46,5.26,289
14,100,50,87.0,339,71,7.44,409
15,100,100,85.7,762,153,16.63,915
